team,date,elo
Uzbekistan,2018-09-06,1654.6
Turkey,2018-09-07,1605.2
Argentina,2018-09-07,1793.3
Ecuador,2018-09-07,1638.5
South Korea,2018-09-07,1744.8
Mexico,2018-09-07,1748.5
Uruguay,2018-09-07,1856.1
Qatar,2018-09-07,1557.9
Scotland,2018-09-07,1600.9
Belgium,2018-09-07,1986.6
United States,2018-09-07,1736.7
Brazil,2018-09-07,2005.4
Colombia,2018-09-07,1854.8
Switzerland,2018-09-08,1796.1
England,2018-09-08,1796.2
Spain,2018-09-08,1927.4
Bosnia and Herzegovina,2018-09-08,1687.5
Algeria,2018-09-08,1592.3
South Africa,2018-09-08,1618.7
Egypt,2018-09-08,1615.8
Morocco,2018-09-08,1743.6
Ghana,2018-09-08,1685.9
France,2018-09-09,2019.8
Netherlands,2018-09-09,1784.0
Norway,2018-09-09,1539.3
Germany,2018-09-09,1866.7
Ivory Coast,2018-09-09,1638.5
Canada,2018-09-09,1611.2
Senegal,2018-09-09,1788.3
Tunisia,2018-09-09,1712.4
Cape Verde,2018-09-09,1527.4
DR Congo,2018-09-09,1665.9
Portugal,2018-09-10,1866.2
Sweden,2018-09-10,1717.5
Turkey,2018-09-10,1637.4
Scotland,2018-09-10,1614.8
Iraq,2018-09-10,1678.7
Czech Republic,2018-09-10,1576.8
Saudi Arabia,2018-09-10,1610.0
Haiti,2018-09-10,1624.7
Curaçao,2018-09-10,1498.1
Belgium,2018-09-11,1999.3
Spain,2018-09-11,1950.2
Croatia,2018-09-11,1830.1
Bosnia and Herzegovina,2018-09-11,1700.2
Austria,2018-09-11,1643.0
Colombia,2018-09-11,1853.0
Argentina,2018-09-11,1795.1
Ecuador,2018-09-11,1649.8
England,2018-09-11,1803.4
Switzerland,2018-09-11,1788.9
Japan,2018-09-11,1730.1
Jordan,2018-09-11,1589.1
South Korea,2018-09-11,1742.5
Panama,2018-09-11,1570.0
Qatar,2018-09-11,1571.7
United States,2018-09-11,1744.2
Mexico,2018-09-11,1741.0
Uzbekistan,2018-09-11,1646.9
Iran,2018-09-11,1844.3
Brazil,2018-09-12,2008.2
Jordan,2018-10-10,1588.8
Portugal,2018-10-11,1882.9
Sweden,2018-10-11,1721.6
Scotland,2018-10-11,1588.7
Argentina,2018-10-11,1807.8
Iraq,2018-10-11,1666.0
France,2018-10-11,2010.8
Mexico,2018-10-11,1746.5
Turkey,2018-10-11,1636.3
Bosnia and Herzegovina,2018-10-11,1701.3
United States,2018-10-11,1729.6
Colombia,2018-10-11,1867.6
Spain,2018-10-11,1959.5
Belgium,2018-10-12,2005.0
Switzerland,2018-10-12,1783.2
Croatia,2018-10-12,1823.1
England,2018-10-12,1810.3
Austria,2018-10-12,1654.0
Japan,2018-10-12,1739.7
Panama,2018-10-12,1560.4
South Korea,2018-10-12,1752.9
Uruguay,2018-10-12,1845.7
Qatar,2018-10-12,1581.1
Ecuador,2018-10-12,1640.5
Saudi Arabia,2018-10-12,1605.4
Brazil,2018-10-12,2012.7
Ivory Coast,2018-10-12,1650.1
Egypt,2018-10-12,1625.2
Cape Verde,2018-10-12,1545.4
Curaçao,2018-10-12,1512.2
Algeria,2018-10-12,1609.4
Netherlands,2018-10-13,1817.3
Germany,2018-10-13,1833.5
Czech Republic,2018-10-13,1606.3
Norway,2018-10-13,1550.2
Uzbekistan,2018-10-13,1655.7
Senegal,2018-10-13,1791.2
Morocco,2018-10-13,1745.4
South Africa,2018-10-13,1623.3
DR Congo,2018-10-13,1636.3
Tunisia,2018-10-13,1716.1
Turkey,2018-10-14,1618.4
Scotland,2018-10-14,1581.3
Portugal,2018-10-14,1890.3
Switzerland,2018-10-15,1799.7
Spain,2018-10-15,1927.2
England,2018-10-15,1842.6
Bosnia and Herzegovina,2018-10-15,1713.5
Croatia,2018-10-15,1825.6
Jordan,2018-10-15,1586.2
Australia,2018-10-15,1707.8
Saudi Arabia,2018-10-15,1604.3
Iraq,2018-10-15,1667.1
France,2018-10-16,2017.5
Germany,2018-10-16,1826.7
Czech Republic,2018-10-16,1596.2
Norway,2018-10-16,1564.5
Belgium,2018-10-16,1998.3
Netherlands,2018-10-16,1824.0
Colombia,2018-10-16,1874.8
Austria,2018-10-16,1647.5
Iran,2018-10-16,1846.0
Japan,2018-10-16,1754.9
Uruguay,2018-10-16,1830.5
South Korea,2018-10-16,1746.0
Panama,2018-10-16,1567.3
Mexico,2018-10-16,1733.8
Ecuador,2018-10-16,1640.6
Sweden,2018-10-16,1716.5
United States,2018-10-16,1729.1
Uzbekistan,2018-10-16,1663.7
Qatar,2018-10-16,1573.1
Algeria,2018-10-16,1589.8
South Africa,2018-10-16,1609.1
Ivory Coast,2018-10-16,1643.5
Egypt,2018-10-16,1643.7
Cape Verde,2018-10-16,1513.6
Argentina,2018-10-16,1800.7
Brazil,2018-10-16,2019.8
Canada,2018-10-16,1620.5
Haiti,2018-10-16,1634.6
Senegal,2018-10-16,1795.9
Morocco,2018-10-16,1730.7
DR Congo,2018-10-16,1640.8
Tunisia,2018-10-16,1725.5
Switzerland,2018-11-14,1782.3
Qatar,2018-11-14,1590.4
Belgium,2018-11-15,2001.6
Croatia,2018-11-15,1845.7
Spain,2018-11-15,1907.1
Austria,2018-11-15,1645.6
Bosnia and Herzegovina,2018-11-15,1715.5
England,2018-11-15,1850.6
United States,2018-11-15,1721.2
Germany,2018-11-15,1834.3
Iran,2018-11-15,1847.5
Ecuador,2018-11-15,1665.5
Czech Republic,2018-11-15,1610.8
Uzbekistan,2018-11-15,1662.1
Netherlands,2018-11-16,1861.9
France,2018-11-16,1979.7
Norway,2018-11-16,1563.5
Argentina,2018-11-16,1809.0
Mexico,2018-11-16,1725.5
Brazil,2018-11-16,2024.8
Uruguay,2018-11-16,1825.4
Panama,2018-11-16,1561.1
Japan,2018-11-16,1745.9
Saudi Arabia,2018-11-16,1607.1
Morocco,2018-11-16,1747.1
Egypt,2018-11-16,1662.6
Tunisia,2018-11-16,1706.5
Portugal,2018-11-17,1888.6
Turkey,2018-11-17,1598.3
Sweden,2018-11-17,1736.6
Scotland,2018-11-17,1615.8
Australia,2018-11-17,1706.0
South Korea,2018-11-17,1747.8
Jordan,2018-11-17,1592.4
Senegal,2018-11-17,1802.2
Cape Verde,2018-11-17,1502.6
Haiti,2018-11-17,1659.2
South Africa,2018-11-17,1609.2
Switzerland,2018-11-18,1828.9
Belgium,2018-11-18,1955.0
England,2018-11-18,1864.7
Croatia,2018-11-18,1831.6
Austria,2018-11-18,1666.2
Spain,2018-11-18,1910.3
Bosnia and Herzegovina,2018-11-18,1712.3
Ghana,2018-11-18,1701.7
DR Congo,2018-11-18,1637.0
Ivory Coast,2018-11-18,1644.2
Canada,2018-11-18,1640.3
Algeria,2018-11-18,1623.6
Germany,2018-11-19,1830.2
Netherlands,2018-11-19,1866.0
Czech Republic,2018-11-19,1628.0
Norway,2018-11-19,1584.5
Qatar,2018-11-19,1590.7
Curaçao,2018-11-19,1539.5
Portugal,2018-11-20,1873.6
Sweden,2018-11-20,1755.0
Scotland,2018-11-20,1623.9
Argentina,2018-11-20,1816.8
Mexico,2018-11-20,1717.8
Australia,2018-11-20,1714.5
Brazil,2018-11-20,2026.8
Haiti,2018-11-20,1648.8
France,2018-11-20,1983.4
Uruguay,2018-11-20,1821.7
Iran,2018-11-20,1841.8
Iraq,2018-11-20,1661.2
United States,2018-11-20,1712.4
Japan,2018-11-20,1754.4
Jordan,2018-11-20,1589.9
Saudi Arabia,2018-11-20,1609.5
South Korea,2018-11-20,1762.0
Uzbekistan,2018-11-20,1647.8
Panama,2018-11-20,1551.3
Ecuador,2018-11-20,1675.3
South Africa,2018-11-20,1606.2
Paraguay,2018-11-20,1604.0
Tunisia,2018-11-20,1694.8
Morocco,2018-11-20,1758.8
Turkey,2018-11-20,1597.6
Jordan,2018-12-20,1578.5
Qatar,2018-12-23,1601.0
Jordan,2018-12-23,1568.1
Iraq,2018-12-24,1669.1
Iran,2018-12-24,1835.5
Qatar,2018-12-25,1606.9
Qatar,2018-12-27,1594.6
Algeria,2018-12-27,1636.0
Jordan,2018-12-28,1568.5
Iraq,2018-12-28,1676.9
Australia,2018-12-30,1730.9
South Korea,2018-12-31,1757.8
Saudi Arabia,2018-12-31,1613.6
Qatar,2018-12-31,1588.4
Iran,2018-12-31,1841.7
Australia,2019-01-06,1695.0
Jordan,2019-01-06,1604.4
South Korea,2019-01-07,1764.8
Iran,2019-01-07,1848.3
Sweden,2019-01-08,1739.6
Iraq,2019-01-08,1695.1
Saudi Arabia,2019-01-08,1657.2
Qatar,2019-01-09,1626.2
Japan,2019-01-09,1763.7
Uzbekistan,2019-01-09,1672.7
Jordan,2019-01-10,1650.4
Sweden,2019-01-11,1735.8
Australia,2019-01-11,1724.6
South Korea,2019-01-11,1775.1
Iran,2019-01-12,1860.4
Iraq,2019-01-12,1707.1
Saudi Arabia,2019-01-12,1683.8
Qatar,2019-01-13,1667.2
Japan,2019-01-13,1779.0
Uzbekistan,2019-01-13,1696.7
Australia,2019-01-15,1743.5
Jordan,2019-01-15,1643.3
South Korea,2019-01-16,1797.7
Iran,2019-01-16,1850.0
Iraq,2019-01-16,1717.4
Saudi Arabia,2019-01-17,1644.5
Qatar,2019-01-17,1706.5
Japan,2019-01-17,1798.2
Uzbekistan,2019-01-17,1677.5
Iran,2019-01-20,1866.4
Jordan,2019-01-20,1638.0
Australia,2019-01-21,1738.8
Uzbekistan,2019-01-21,1682.2
Japan,2019-01-21,1812.8
Saudi Arabia,2019-01-21,1629.9
South Korea,2019-01-22,1808.9
Qatar,2019-01-22,1732.3
Iraq,2019-01-22,1691.7
Iran,2019-01-24,1883.9
Japan,2019-01-24,1822.9
South Korea,2019-01-25,1778.5
Qatar,2019-01-25,1762.7
Australia,2019-01-25,1711.1
United States,2019-01-27,1718.8
Panama,2019-01-27,1544.9
Iran,2019-01-28,1832.6
Japan,2019-01-28,1874.2
Qatar,2019-01-29,1805.0
Japan,2019-02-01,1829.4
Qatar,2019-02-01,1849.9
United States,2019-02-02,1728.5
Germany,2019-03-20,1824.6
Saudi Arabia,2019-03-21,1621.5
United States,2019-03-21,1734.3
Ecuador,2019-03-21,1669.5
Netherlands,2019-03-21,1870.0
Croatia,2019-03-21,1833.1
Austria,2019-03-21,1640.7
Belgium,2019-03-21,1961.1
Scotland,2019-03-21,1568.7
Argentina,2019-03-22,1794.4
Japan,2019-03-22,1812.0
Colombia,2019-03-22,1892.2
South Korea,2019-03-22,1780.9
Mexico,2019-03-22,1734.3
Paraguay,2019-03-22,1598.5
England,2019-03-22,1874.8
Czech Republic,2019-03-22,1618.0
Portugal,2019-03-22,1859.7
Turkey,2019-03-22,1622.0
France,2019-03-22,1985.4
Morocco,2019-03-22,1745.9
Algeria,2019-03-22,1621.2
Tunisia,2019-03-22,1700.0
Brazil,2019-03-23,2018.0
Panama,2019-03-23,1553.7
Switzerland,2019-03-23,1841.5
Sweden,2019-03-23,1746.0
Spain,2019-03-23,1913.5
Norway,2019-03-23,1581.3
Bosnia and Herzegovina,2019-03-23,1715.7
Senegal,2019-03-23,1806.6
Ghana,2019-03-23,1709.4
Egypt,2019-03-23,1655.1
Curaçao,2019-03-23,1518.4
Ivory Coast,2019-03-23,1652.7
Netherlands,2019-03-24,1842.1
Germany,2019-03-24,1852.5
Croatia,2019-03-24,1802.2
Austria,2019-03-24,1604.2
Scotland,2019-03-24,1571.9
Belgium,2019-03-24,1964.0
South Africa,2019-03-24,1624.3
Canada,2019-03-24,1658.5
Haiti,2019-03-24,1657.1
DR Congo,2019-03-24,1643.6
Cape Verde,2019-03-24,1492.0
Saudi Arabia,2019-03-25,1624.9
England,2019-03-25,1887.6
Portugal,2019-03-25,1847.5
Turkey,2019-03-25,1627.2
France,2019-03-25,1989.9
Algeria,2019-03-26,1630.6
Tunisia,2019-03-26,1690.6
Czech Republic,2019-03-26,1613.5
Brazil,2019-03-26,2022.5
Ghana,2019-03-26,1713.6
Ecuador,2019-03-26,1667.7
Ivory Coast,2019-03-26,1655.7
Japan,2019-03-26,1815.0
South Korea,2019-03-26,1791.2
Colombia,2019-03-26,1881.8
Morocco,2019-03-26,1734.4
Argentina,2019-03-26,1805.8
Egypt,2019-03-26,1649.2
Paraguay,2019-03-26,1589.1
Mexico,2019-03-26,1743.8
Senegal,2019-03-26,1809.6
United States,2019-03-26,1731.6
Switzerland,2019-03-26,1833.1
Spain,2019-03-26,1914.9
Norway,2019-03-26,1585.0
Sweden,2019-03-26,1742.3
Bosnia and Herzegovina,2019-03-26,1702.6
Panama,2019-05-29,1551.5
Turkey,2019-05-30,1632.7
Ecuador,2019-06-01,1667.0
South Africa,2019-06-02,1613.4
Haiti,2019-06-02,1646.1
France,2019-06-02,1991.0
Turkey,2019-06-02,1645.5
Uzbekistan,2019-06-02,1669.4
Colombia,2019-06-03,1884.5
Panama,2019-06-03,1548.8
South Africa,2019-06-04,1606.9
Brazil,2019-06-05,2027.7
Qatar,2019-06-05,1844.7
Japan,2019-06-05,1802.7
Mexico,2019-06-05,1754.5
Paraguay,2019-06-05,1586.9
United States,2019-06-05,1715.9
Portugal,2019-06-05,1868.0
Switzerland,2019-06-05,1812.6
Haiti,2019-06-06,1641.1
Iran,2019-06-06,1838.3
Jordan,2019-06-06,1624.9
England,2019-06-06,1853.7
Netherlands,2019-06-06,1876.0
Czech Republic,2019-06-07,1623.3
Spain,2019-06-07,1917.1
Norway,2019-06-07,1582.5
Sweden,2019-06-07,1743.7
Austria,2019-06-07,1612.0
South Africa,2019-06-07,1597.5
Argentina,2019-06-07,1808.6
Ivory Coast,2019-06-07,1658.2
South Korea,2019-06-07,1796.5
Australia,2019-06-07,1705.8
Tunisia,2019-06-07,1701.4
Iraq,2019-06-07,1680.8
Uruguay,2019-06-07,1825.4
Panama,2019-06-07,1545.2
Uzbekistan,2019-06-07,1674.9
Germany,2019-06-08,1861.5
Croatia,2019-06-08,1810.6
Turkey,2019-06-08,1693.8
France,2019-06-08,1942.8
Scotland,2019-06-08,1577.0
Belgium,2019-06-08,1965.0
Bosnia and Herzegovina,2019-06-08,1669.3
Brazil,2019-06-09,2029.9
DR Congo,2019-06-09,1642.8
Japan,2019-06-09,1810.5
Mexico,2019-06-09,1762.0
Ecuador,2019-06-09,1659.4
Paraguay,2019-06-09,1595.5
Colombia,2019-06-09,1900.9
United States,2019-06-09,1689.9
Switzerland,2019-06-09,1815.0
England,2019-06-09,1851.3
Portugal,2019-06-09,1882.8
Netherlands,2019-06-09,1861.2
Czech Republic,2019-06-10,1637.2
Norway,2019-06-10,1593.3
Spain,2019-06-10,1929.1
Sweden,2019-06-10,1731.7
Austria,2019-06-10,1641.6
Germany,2019-06-11,1865.5
Turkey,2019-06-11,1674.6
France,2019-06-11,1943.8
Belgium,2019-06-11,1969.0
Scotland,2019-06-11,1573.0
Bosnia and Herzegovina,2019-06-11,1661.0
Algeria,2019-06-11,1626.9
Croatia,2019-06-11,1795.2
Tunisia,2019-06-11,1716.8
Jordan,2019-06-11,1630.3
South Korea,2019-06-11,1794.8
Iran,2019-06-11,1839.9
Uzbekistan,2019-06-11,1683.4
Morocco,2019-06-12,1716.1
Egypt,2019-06-13,1652.7
Brazil,2019-06-14,2032.5
Argentina,2019-06-15,1780.8
Colombia,2019-06-15,1928.7
Canada,2019-06-15,1700.2
Mexico,2019-06-15,1783.2
Ghana,2019-06-15,1710.3
South Africa,2019-06-15,1600.7
Ivory Coast,2019-06-15,1645.3
DR Congo,2019-06-15,1640.2
Paraguay,2019-06-16,1610.9
Qatar,2019-06-16,1829.3
Uruguay,2019-06-16,1851.4
Ecuador,2019-06-16,1633.4
Haiti,2019-06-16,1660.9
Algeria,2019-06-16,1636.3
Egypt,2019-06-16,1659.6
Morocco,2019-06-16,1699.7
Senegal,2019-06-16,1816.8
Japan,2019-06-17,1754.9
Curaçao,2019-06-17,1500.7
Tunisia,2019-06-17,1719.6
Brazil,2019-06-18,2010.6
Panama,2019-06-18,1580.2
United States,2019-06-18,1704.6
Colombia,2019-06-19,1946.7
Qatar,2019-06-19,1811.3
Argentina,2019-06-19,1769.5
Paraguay,2019-06-19,1622.2
Mexico,2019-06-19,1811.9
Canada,2019-06-19,1671.5
Ivory Coast,2019-06-19,1659.0
Uruguay,2019-06-20,1844.6
Japan,2019-06-20,1761.7
Haiti,2019-06-20,1677.1
Egypt,2019-06-21,1673.9
Ecuador,2019-06-21,1619.6
Curaçao,2019-06-21,1532.2
DR Congo,2019-06-22,1595.0
Panama,2019-06-22,1607.5
United States,2019-06-22,1719.4
Brazil,2019-06-22,2022.1
Senegal,2019-06-23,1826.2
Algeria,2019-06-23,1665.0
Morocco,2019-06-23,1710.7
Colombia,2019-06-23,1953.4
Paraguay,2019-06-23,1615.5
Qatar,2019-06-23,1769.3
Argentina,2019-06-23,1811.4
Canada,2019-06-23,1696.6
Mexico,2019-06-23,1823.9
Ivory Coast,2019-06-24,1679.8
South Africa,2019-06-24,1579.9
Tunisia,2019-06-24,1704.5
Uruguay,2019-06-24,1867.5
Ecuador,2019-06-24,1629.3
Japan,2019-06-24,1752.0
Haiti,2019-06-24,1704.2
Ghana,2019-06-25,1698.8
Curaçao,2019-06-25,1539.8
Egypt,2019-06-26,1693.6
DR Congo,2019-06-26,1575.3
United States,2019-06-26,1730.8
Panama,2019-06-26,1596.1
Senegal,2019-06-27,1790.3
Algeria,2019-06-27,1700.9
Brazil,2019-06-27,1999.7
Paraguay,2019-06-27,1638.0
Morocco,2019-06-28,1733.5
Ivory Coast,2019-06-28,1657.1
South Africa,2019-06-28,1597.2
Tunisia,2019-06-28,1699.0
Colombia,2019-06-28,1942.5
Argentina,2019-06-28,1837.8
Ghana,2019-06-29,1696.6
Uruguay,2019-06-29,1859.0
Haiti,2019-06-29,1728.7
Canada,2019-06-29,1672.1
Mexico,2019-06-29,1814.0
Egypt,2019-06-30,1713.0
DR Congo,2019-06-30,1623.9
Panama,2019-06-30,1573.8
United States,2019-06-30,1738.7
Curaçao,2019-06-30,1531.9
Senegal,2019-07-01,1807.6
Algeria,2019-07-01,1717.5
Ivory Coast,2019-07-01,1677.6
South Africa,2019-07-01,1581.5
Morocco,2019-07-01,1749.2
Tunisia,2019-07-02,1684.0
Ghana,2019-07-02,1709.1
Brazil,2019-07-02,2013.3
Argentina,2019-07-02,1824.2
Haiti,2019-07-02,1709.7
Mexico,2019-07-02,1833.0
United States,2019-07-03,1758.1
Morocco,2019-07-05,1736.1
Senegal,2019-07-05,1818.8
Egypt,2019-07-06,1673.5
South Africa,2019-07-06,1621.1
Argentina,2019-07-06,1844.1
Algeria,2019-07-07,1741.3
DR Congo,2019-07-07,1617.4
Brazil,2019-07-07,2024.0
United States,2019-07-07,1731.3
Mexico,2019-07-07,1859.8
Ghana,2019-07-08,1707.3
Tunisia,2019-07-08,1685.8
Ivory Coast,2019-07-08,1700.5
South Africa,2019-07-10,1600.9
Senegal,2019-07-10,1828.0
Ivory Coast,2019-07-11,1703.4
Algeria,2019-07-11,1738.4
Tunisia,2019-07-11,1712.0
Algeria,2019-07-14,1761.3
Senegal,2019-07-14,1845.0
Tunisia,2019-07-14,1695.1
Tunisia,2019-07-17,1669.4
Senegal,2019-07-19,1814.0
Algeria,2019-07-19,1792.2
Iraq,2019-07-30,1687.6
Iraq,2019-08-02,1694.1
Jordan,2019-08-04,1612.9
Saudi Arabia,2019-08-04,1604.3
Saudi Arabia,2019-08-07,1603.6
Jordan,2019-08-07,1608.5
Iraq,2019-08-08,1685.4
Jordan,2019-08-10,1634.4
Saudi Arabia,2019-08-10,1577.8
Iraq,2019-08-11,1687.9
Iraq,2019-08-14,1665.6
Jordan,2019-08-30,1641.5
Argentina,2019-09-05,1841.0
South Korea,2019-09-05,1787.6
Ecuador,2019-09-05,1643.7
Saudi Arabia,2019-09-05,1576.2
Switzerland,2019-09-05,1810.2
Sweden,2019-09-05,1737.7
Norway,2019-09-05,1595.9
Spain,2019-09-05,1939.7
Bosnia and Herzegovina,2019-09-05,1662.8
Japan,2019-09-05,1762.2
Paraguay,2019-09-05,1627.8
Panama,2019-09-05,1617.1
Jordan,2019-09-05,1652.1
Iraq,2019-09-05,1668.9
Uzbekistan,2019-09-05,1652.7
Qatar,2019-09-05,1776.7
Brazil,2019-09-06,2021.7
Colombia,2019-09-06,1944.9
Uruguay,2019-09-06,1867.0
Ivory Coast,2019-09-06,1689.3
Morocco,2019-09-06,1730.7
Tunisia,2019-09-06,1672.5
United States,2019-09-06,1715.2
Mexico,2019-09-06,1875.9
Germany,2019-09-06,1826.8
Netherlands,2019-09-06,1899.9
Croatia,2019-09-06,1830.5
Austria,2019-09-06,1645.2
Scotland,2019-09-06,1554.0
Belgium,2019-09-06,1969.4
Czech Republic,2019-09-07,1616.9
England,2019-09-07,1856.0
Portugal,2019-09-07,1905.5
France,2019-09-07,1945.8
Turkey,2019-09-07,1675.4
Canada,2019-09-07,1682.5
Curaçao,2019-09-07,1556.3
Haiti,2019-09-07,1685.3
Switzerland,2019-09-08,1811.1
Spain,2019-09-08,1940.8
Sweden,2019-09-08,1725.7
Norway,2019-09-08,1608.0
Bosnia and Herzegovina,2019-09-08,1619.5
Panama,2019-09-08,1571.3
Algeria,2019-09-09,1794.9
Iraq,2019-09-09,1668.5
Uzbekistan,2019-09-09,1653.2
Germany,2019-09-09,1846.2
Netherlands,2019-09-09,1906.4
Croatia,2019-09-09,1814.0
Austria,2019-09-09,1652.6
Scotland,2019-09-09,1543.5
Belgium,2019-09-09,1979.9
Argentina,2019-09-10,1861.6
Mexico,2019-09-10,1855.2
Brazil,2019-09-10,2005.7
Colombia,2019-09-10,1938.4
Ecuador,2019-09-10,1650.1
Ivory Coast,2019-09-10,1698.8
Tunisia,2019-09-10,1663.0
Jordan,2019-09-10,1631.9
Paraguay,2019-09-10,1648.0
Morocco,2019-09-10,1732.4
United States,2019-09-10,1716.7
Uruguay,2019-09-10,1865.5
England,2019-09-10,1861.3
Czech Republic,2019-09-10,1648.0
Portugal,2019-09-10,1908.3
France,2019-09-10,1946.1
Turkey,2019-09-10,1685.7
Canada,2019-09-10,1689.7
Haiti,2019-09-10,1673.7
Curaçao,2019-09-10,1567.9
Australia,2019-09-10,1731.8
Iran,2019-09-10,1848.7
Saudi Arabia,2019-09-10,1565.7
Qatar,2019-09-10,1759.7
Japan,2019-09-10,1770.4
South Korea,2019-09-10,1800.5
DR Congo,2019-09-18,1600.6
Mexico,2019-10-02,1857.0
Jordan,2019-10-05,1624.2
Germany,2019-10-09,1843.9
Argentina,2019-10-09,1864.0
Netherlands,2019-10-10,1911.2
Croatia,2019-10-10,1822.1
Austria,2019-10-10,1663.2
Belgium,2019-10-10,1980.0
Scotland,2019-10-10,1530.4
Algeria,2019-10-10,1788.0
DR Congo,2019-10-10,1607.5
Brazil,2019-10-10,2000.7
Senegal,2019-10-10,1819.1
Cape Verde,2019-10-10,1498.2
Paraguay,2019-10-10,1641.7
Haiti,2019-10-10,1668.5
Jordan,2019-10-10,1612.4
Australia,2019-10-10,1735.6
Iran,2019-10-10,1850.8
Iraq,2019-10-10,1675.7
Uzbekistan,2019-10-10,1661.6
Saudi Arabia,2019-10-10,1577.1
Qatar,2019-10-10,1764.4
Japan,2019-10-10,1773.6
South Korea,2019-10-10,1802.0
Czech Republic,2019-10-11,1674.3
England,2019-10-11,1835.0
Portugal,2019-10-11,1909.5
France,2019-10-11,1953.7
Turkey,2019-10-11,1691.2
Morocco,2019-10-11,1725.8
Uruguay,2019-10-11,1870.9
United States,2019-10-11,1724.7
Mexico,2019-10-11,1875.3
Switzerland,2019-10-12,1795.0
Sweden,2019-10-12,1730.3
Norway,2019-10-12,1619.7
Spain,2019-10-12,1929.1
Bosnia and Herzegovina,2019-10-12,1642.8
Colombia,2019-10-12,1932.9
Ivory Coast,2019-10-12,1706.3
DR Congo,2019-10-12,1600.0
Tunisia,2019-10-12,1659.5
Netherlands,2019-10-13,1915.4
Germany,2019-10-13,1852.1
Croatia,2019-10-13,1818.4
Austria,2019-10-13,1680.4
Scotland,2019-10-13,1532.0
Belgium,2019-10-13,1982.2
Brazil,2019-10-13,1993.9
Ecuador,2019-10-13,1641.1
Argentina,2019-10-13,1873.1
Paraguay,2019-10-13,1644.9
South Africa,2019-10-13,1608.8
Curaçao,2019-10-13,1579.0
England,2019-10-14,1850.7
Portugal,2019-10-14,1885.3
France,2019-10-14,1938.1
Turkey,2019-10-14,1706.8
Czech Republic,2019-10-14,1659.2
Egypt,2019-10-14,1675.6
Switzerland,2019-10-15,1806.1
Sweden,2019-10-15,1735.8
Spain,2019-10-15,1923.5
Norway,2019-10-15,1626.9
Bosnia and Herzegovina,2019-10-15,1618.4
Algeria,2019-10-15,1807.7
Colombia,2019-10-15,1913.2
Haiti,2019-10-15,1649.5
Morocco,2019-10-15,1708.4
Uruguay,2019-10-15,1871.4
Canada,2019-10-15,1714.2
United States,2019-10-15,1700.2
Mexico,2019-10-15,1880.6
Panama,2019-10-15,1566.0
Jordan,2019-10-15,1618.6
Australia,2019-10-15,1746.8
Iraq,2019-10-15,1685.5
Iran,2019-10-15,1823.1
Saudi Arabia,2019-10-15,1582.7
Uzbekistan,2019-10-15,1676.6
Qatar,2019-10-15,1773.0
Japan,2019-10-15,1792.3
South Korea,2019-10-15,1793.4
Egypt,2019-11-07,1678.3
Uzbekistan,2019-11-09,1682.7
Cape Verde,2019-11-13,1510.2
Senegal,2019-11-13,1823.2
Ghana,2019-11-14,1721.8
South Africa,2019-11-14,1594.3
DR Congo,2019-11-14,1590.0
Egypt,2019-11-14,1665.4
Algeria,2019-11-14,1817.8
England,2019-11-14,1855.0
Czech Republic,2019-11-14,1668.9
Portugal,2019-11-14,1886.4
Turkey,2019-11-14,1695.7
France,2019-11-14,1938.4
Curaçao,2019-11-14,1558.8
Paraguay,2019-11-14,1652.5
Ecuador,2019-11-14,1646.6
Qatar,2019-11-14,1774.5
New Zealand,2019-11-14,1591.0
Jordan,2019-11-14,1600.2
Australia,2019-11-14,1765.2
Iraq,2019-11-14,1713.0
Iran,2019-11-14,1795.6
Uzbekistan,2019-11-14,1652.3
Saudi Arabia,2019-11-14,1613.1
Japan,2019-11-14,1809.4
South Korea,2019-11-14,1785.5
Morocco,2019-11-15,1693.4
Tunisia,2019-11-15,1676.6
Switzerland,2019-11-15,1809.8
Norway,2019-11-15,1630.4
Spain,2019-11-15,1924.1
Sweden,2019-11-15,1766.5
Brazil,2019-11-15,1973.9
Argentina,2019-11-15,1893.1
Bosnia and Herzegovina,2019-11-15,1595.2
United States,2019-11-15,1726.7
Canada,2019-11-15,1687.7
Panama,2019-11-15,1550.2
Mexico,2019-11-15,1896.4
Colombia,2019-11-15,1919.7
Uruguay,2019-11-15,1876.0
Ivory Coast,2019-11-16,1709.9
Netherlands,2019-11-16,1904.0
Germany,2019-11-16,1855.7
Croatia,2019-11-16,1829.1
Austria,2019-11-16,1686.0
Scotland,2019-11-16,1547.3
Belgium,2019-11-16,2003.7
South Africa,2019-11-17,1600.5
Senegal,2019-11-17,1828.5
England,2019-11-17,1872.7
Czech Republic,2019-11-17,1642.4
Portugal,2019-11-17,1889.9
France,2019-11-17,1944.7
Turkey,2019-11-17,1699.5
Haiti,2019-11-17,1657.5
New Zealand,2019-11-17,1574.6
Ghana,2019-11-18,1727.5
DR Congo,2019-11-18,1586.8
Cape Verde,2019-11-18,1503.4
Egypt,2019-11-18,1656.6
Algeria,2019-11-18,1823.7
Switzerland,2019-11-18,1812.6
Norway,2019-11-18,1634.1
Spain,2019-11-18,1931.0
Sweden,2019-11-18,1768.0
Bosnia and Herzegovina,2019-11-18,1602.7
Argentina,2019-11-18,1892.6
Uruguay,2019-11-18,1876.5
Morocco,2019-11-19,1711.2
